id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
6762829350,42539,3,1.0,525,4249,1.0,0,0,4,7,525,0,1959,0,110070,28.7228,77.0257,525,4249,1,59,2988000
6762829385,42539,4,2.0,1040,6755,1.0,0,0,3,7,520,520,1950,0,110066,28.869,77.0214,1005,5812,1,56,2976000
6762829626,42539,4,2.0,895,7345,1.0,0,1,4,7,835,60,1960,0,110044,28.4489,77.0133,1220,5332,1,78,2880000
6762829913,42539,3,1.75,875,5730,2.0,0,0,4,7,875,0,1976,0,110075,28.404,76.9715,1070,5638,1,67,2791236
6762829914,42539,3,1.0,660,4225,1.0,0,0,3,6,440,220,1961,0,110019,28.6081,77.1544,660,4225,2,65,2790000
6762830252,42539,3,2.25,820,3675,1.0,0,0,3,7,570,250,1984,0,110041,28.4445,77.3002,740,4020,1,55,2652000
6762830544,42539,3,2.0,720,3605,1.0,0,0,3,8,720,0,1983,0,110024,28.7592,77.0035,850,3622,2,56,2520000
6762830786,42539,3,1.5,570,4170,1.0,0,0,3,7,570,0,1960,0,110058,28.839,76.9433,570,4170,2,55,2400000
6762830886,42539,3,1.0,665,2706,2.0,0,0,5,7,665,0,1905,0,110071,28.6083,77.2693,855,5412,3,50,2370000
6762831049,42539,3,2.0,670,2160,1.0,0,0,3,5,460,210,1912,1993,110075,28.5242,77.2209,490,3240,1,59,2232000
6762831172,42539,3,1.75,575,4039,1.0,0,0,4,7,575,0,1983,0,110068,28.6085,77.3154,770,3699,3,74,2124000
6762831550,42539,2,1.0,495,19982,1.0,0,0,2,4,495,0,1945,0,110036,28.7473,76.9328,780,4495,2,70,1440000
6762810138,42540,6,4.5,2740,5400,2.0,0,3,4,9,2215,525,1999,0,110001,28.4043,76.9221,1485,3600,3,77,28800000
6762810207,42540,3,2.25,1615,8916,2.0,0,0,4,9,1615,0,1973,0,110028,28.6829,77.1207,1845,8581,3,76,25320000
6762810241,42540,7,3.5,2320,7617,2.0,0,1,3,11,1430,890,1965,2003,110059,28.6944,77.1572,1615,10348,2,66,23400000
6762810582,42540,5,3.25,1920,2400,3.0,0,3,3,10,1375,545,2008,0,110056,28.7061,77.0901,1030,2400,3,70,17520000
6762810751,42540,4,2.25,1435,3140,1.5,0,0,4,9,990,445,1905,0,110048,28.5162,77.1495,1185,2380,1,75,15960000
6762810769,42540,4,3.5,2205,18100,2.0,0,0,3,11,2205,0,1989,0,110028,28.7427,76.9402,2380,17930,2,75,15840000
6762810799,42540,5,4.0,1683,3900,2.5,0,2,3,8,1483,200,1937,0,110033,28.4439,77.0898,1170,3000,1,54,15600000
6762810926,42540,7,5.5,3315,6891,2.0,0,0,3,10,2465,850,2004,0,110028,28.4956,77.179,2235,4319,2,64,14880000
6762810945,42540,5,3.25,1620,3275,1.5,0,4,4,9,1250,370,1939,0,110005,28.8212,77.0664,1370,4650,3,63,14760000
6762811143,42540,6,4.25,3450,122358,2.0,0,0,4,9,2410,1040,2002,0,110038,28.7546,77.1897,2085,133293,1,58,13680000
6762811269,42540,3,3.0,2455,21780,2.0,0,0,4,10,2000,455,1989,0,110031,28.4066,77.0756,1770,6144,1,75,12960000
6762811536,42540,4,4.5,1925,6775,2.0,0,2,3,10,1500,425,1998,0,110028,28.5192,77.0168,1740,5368,2,79,11940000
6762811614,42540,3,1.5,850,7066,1.0,0,1,4,8,850,0,1954,0,110049,28.5029,77.0018,1315,8688,1,68,11748000
6762811651,42540,3,2.75,1235,5062,2.0,0,0,3,8,1235,0,1960,2012,110059,28.53,77.0555,1145,5062,3,75,11646000
6762811751,42540,4,2.5,1680,5774,2.0,0,0,3,9,1680,0,1988,0,110010,28.5188,76.8615,1700,7045,2,70,11400000
6762811752,42540,3,3.25,1525,9446,1.0,1,4,4,8,825,700,1962,0,110044,28.43,77.1843,585,35486,1,71,11400000
6762811897,42540,4,2.0,1570,5218,1.0,0,0,4,8,1020,550,1959,0,110059,28.6203,77.2726,1005,5218,1,56,11100000
6762811898,42540,4,2.75,1865,4007,2.0,0,0,3,10,1865,0,2012,0,110020,28.7517,77.0273,1835,4139,3,54,11100000
6762811973,42540,3,3.25,1330,2000,2.0,0,0,3,9,1085,245,2003,0,110045,28.6912,76.873,1330,2000,3,53,10980000
6762812031,42540,4,3.5,1485,7243,2.0,0,0,3,9,1170,315,1997,0,110059,28.723,77.3434,1840,7243,2,63,10860000
6762812186,42540,3,2.25,1030,4776,1.0,0,0,4,9,805,225,1975,0,110059,28.439,76.9818,1465,5606,1,70,10620000
6762812320,42540,4,3.0,1870,15442,2.0,0,0,3,9,1530,340,1988,0,110022,28.8567,76.9133,1620,18515,2,73,10428000
6762812461,42540,3,2.25,1435,4085,2.0,0,0,3,10,1125,310,1995,0,110017,28.8025,77.0349,655,4085,1,56,10200000
6762812668,42540,5,2.25,1390,5096,2.0,0,0,4,9,1390,0,1978,0,110031,28.7864,77.2193,1370,4950,3,72,9960000
6762812851,42540,3,3.25,1620,4169,2.0,0,0,3,9,1620,0,2001,0,110020,28.795,76.997,1710,4202,1,76,9744000
6762812970,42540,4,2.75,1575,3517,2.0,0,0,3,9,1575,0,2004,0,110021,28.8477,77.1374,1600,3517,1,58,9600000
6762813108,42540,4,1.75,1025,5460,1.0,0,3,3,8,725,300,1974,0,110015,28.6612,77.0578,1220,5460,3,76,9480000
6762813214,42540,3,2.25,1070,1500,2.0,0,0,3,9,1070,0,1905,2006,110029,28.4961,76.9089,715,2356,1,50,9360000
6762813280,42540,4,2.5,1485,2200,2.0,0,0,3,8,1485,0,2014,0,110003,28.6961,77.0151,1505,2446,2,54,9311400
6762813568,42540,2,2.5,1385,3890,2.0,0,0,3,8,1385,0,2006,0,110046,28.7566,77.2124,935,2992,2,66,9057600
6762813985,42540,4,3.25,1970,13795,2.0,0,3,3,9,1720,250,2000,0,110016,28.7542,77.156,1710,14585,1,77,8700000
6762813986,42540,6,1.75,1190,2040,2.0,0,0,3,8,1190,0,1917,0,110002,28.6503,76.9099,1015,2040,2,54,8700000
6762813987,42540,3,3.5,1845,4418,2.0,0,0,3,10,1845,0,2001,0,110007,28.4329,76.9317,1845,4792,3,58,8700000
6762814155,42540,4,2.5,1645,3314,2.0,0,0,3,9,1645,0,2003,0,110021,28.5781,77.1704,1620,2915,1,65,8580000
6762814688,42540,5,2.75,1630,5850,1.0,0,0,3,8,815,815,1964,0,110030,28.842,77.2567,1430,5850,1,63,8178000
6762814965,42540,4,2.25,1435,2726,2.0,0,1,4,8,1110,325,1926,0,110054,28.6805,77.0247,830,2400,2,55,7990800
6762815056,42540,4,3.25,1515,4636,2.0,0,0,5,8,1515,0,1988,0,110011,28.6584,77.1477,1180,3816,2,57,7920000
6762815182,42540,3,3.25,765,782,2.0,0,0,3,8,640,125,2005,0,110045,28.529,76.9353,765,690,1,80,7848000
6762815240,42540,4,2.5,1520,3293,2.0,0,0,3,7,1520,0,2003,0,110046,28.5769,77.0057,1370,3293,1,79,7800000
6762815471,42540,2,1.75,880,2200,1.0,0,0,4,7,440,440,1930,0,110029,28.8298,76.8601,665,2090,3,51,7680000
6762815634,42540,4,2.5,1045,5153,2.0,0,0,3,10,1045,0,1986,0,110020,28.7199,77.2341,1330,5740,1,53,7590000
6762815759,42540,3,2.5,1220,2400,2.0,0,0,3,10,1220,0,2014,0,110035,28.7779,77.0505,590,2740,2,76,7500000
6762815853,42540,3,2.5,925,3888,2.0,0,0,5,8,925,0,1989,0,110010,28.6181,77.2581,925,4241,2,58,7476000
6762816188,42540,4,2.5,1310,3776,2.0,0,0,3,8,1310,0,1996,0,110055,28.7025,77.2042,1310,5942,2,77,7260000
6762816291,42540,2,1.0,520,1800,1.0,0,0,4,7,520,0,1919,1980,110048,28.5192,77.2644,1125,2400,1,70,7200000
6762816468,42540,3,2.75,1645,11324,2.0,0,0,4,8,1645,0,1993,0,110055,28.7386,76.9928,1375,3059,2,74,7140000
6762816651,42540,3,3.5,945,855,2.0,0,0,3,8,820,125,1999,0,110029,28.6052,76.9426,840,781,1,71,7046472
6762817191,42540,4,2.75,1630,2450,2.0,0,0,3,9,1630,0,2013,0,110016,28.6124,77.336,1630,3066,1,79,6780000
6762817794,42540,5,2.5,1100,2040,1.5,0,0,5,7,710,390,1916,0,110029,28.7117,77.2087,650,2040,2,59,6564000
6762818423,42540,3,2.25,875,939,3.0,0,0,3,8,875,0,2001,0,110027,28.8494,77.267,875,1577,2,53,6300000
6762818836,42540,4,1.0,680,3000,1.5,0,0,3,7,680,0,1917,0,110005,28.4307,76.8566,855,3000,3,60,6138000
6762819568,42540,4,2.0,1060,5739,1.0,0,0,4,7,530,530,1940,0,110023,28.7959,77.0272,770,5500,2,76,5868000
6762819580,42540,4,2.25,1085,4832,1.0,0,0,4,8,650,435,1976,0,110028,28.5403,77.2214,1085,6027,2,79,5865600
6762819727,42540,4,3.0,815,3125,1.0,0,0,5,7,555,260,1990,0,110023,28.6131,76.889,815,4041,2,54,5790000
6762819771,42540,4,1.0,1040,2750,1.0,0,0,3,7,520,520,1941,0,110006,28.4105,77.1337,640,2000,1,51,5760000
6762819894,42540,3,1.75,890,4042,1.0,0,0,3,7,605,285,1976,0,110018,28.5445,77.0645,890,4042,3,58,5724000
6762820558,42540,3,2.5,935,2506,2.0,0,0,3,8,935,0,2003,0,110018,28.6413,76.8588,1020,2777,1,73,5496000
6762820592,42540,3,1.5,720,14258,1.0,0,0,4,7,720,0,1975,0,110021,28.427,76.968,1040,13524,2,79,5472000
6762820617,42540,3,2.25,735,2326,2.0,0,0,4,7,735,0,1985,0,110011,28.6357,76.9924,780,2059,2,78,5460000
6762820618,42540,4,2.25,1225,10500,1.0,0,2,4,8,825,400,1954,0,110032,28.845,76.9059,910,6240,1,52,5460000
6762820785,42540,3,2.0,715,1740,1.0,0,0,3,7,490,225,1947,0,110029,28.4506,77.1658,725,2325,1,50,5400000
6762820995,42540,4,2.5,1255,3426,2.0,0,2,3,9,1255,0,2006,0,110025,28.7669,76.9712,1700,3482,1,63,5376000
6762821137,42540,4,2.5,1020,10890,2.0,0,0,3,8,1020,0,1994,0,110042,28.5966,76.9888,1205,10890,2,53,5322000
6762821191,42540,3,2.75,955,3640,1.0,0,0,3,7,580,375,1979,0,110034,28.7145,77.2991,855,4076,2,63,5292000
6762821420,42540,5,3.0,1555,6214,1.0,0,0,3,8,895,660,1977,0,110018,28.5249,77.0836,1525,5951,3,60,5238000
6762821847,42540,3,2.5,1270,2806,2.0,0,0,3,9,1270,0,1999,0,110016,28.4766,77.0461,1190,3151,1,64,5100000
6762821848,42540,3,2.25,895,5104,1.0,0,0,3,7,645,250,1967,0,110022,28.477,77.2119,920,4950,2,55,5100000
6762822063,42540,5,2.75,1140,5159,1.0,0,0,3,8,650,490,1959,0,110052,28.4338,77.3048,1185,4028,3,74,5040000
6762822064,42540,5,3.0,1315,1574,2.0,0,0,3,8,835,480,2013,0,110055,28.4891,76.8625,1120,2412,3,67,5040000
6762822415,42540,2,1.0,630,1980,1.0,0,0,3,6,345,285,1925,0,110006,28.7188,77.0741,625,1980,2,59,4944000
6762822636,42540,3,1.0,730,5000,1.5,0,0,3,7,730,0,2002,0,110020,28.8232,77.1554,955,5000,2,80,4860000
6762822815,42540,3,1.0,715,5002,1.5,0,0,4,7,715,0,1950,0,110039,28.7908,77.0093,860,4411,3,70,4800000
6762822816,42540,4,1.75,1335,94743,2.0,0,4,3,8,1335,0,1972,0,110024,28.7289,77.2362,1095,109305,1,59,4800000
6762822817,42540,4,2.25,1210,3963,1.0,0,0,4,7,700,510,1973,0,110039,28.453,77.3357,1060,3846,2,57,4800000
6762823059,42540,4,2.5,1160,5858,2.0,0,0,3,8,1160,0,1997,0,110026,28.5388,77.3217,1160,4857,2,70,4764000
6762823108,42540,3,1.0,750,2000,1.0,0,0,3,6,450,300,1925,0,110006,28.5487,76.983,475,2000,3,65,4740000
6762823255,42540,3,1.0,580,1875,1.5,0,0,3,7,580,0,1910,0,110035,28.52,76.9632,765,1875,1,55,4680000
6762823636,42540,3,1.5,760,2144,1.0,0,0,3,7,510,250,1949,0,110017,28.6472,77.3287,830,2144,3,74,4560000
6762823778,42540,4,2.5,945,6118,1.0,0,0,3,7,615,330,1978,0,110026,28.6571,77.0793,695,5680,2,77,4536000
6762824035,42540,4,2.5,1275,2385,2.0,0,0,3,8,1275,0,2005,0,110025,28.5713,76.9541,1190,2295,2,68,4452000
6762824503,42540,3,2.25,970,5806,1.0,0,0,4,8,550,420,1981,0,110066,28.5698,77.2035,1090,4477,3,58,4319400
6762824520,42540,5,2.25,1145,3710,1.0,0,0,3,7,645,500,1973,0,110047,28.7977,76.9922,830,3763,2,62,4318800
6762824642,42540,4,2.5,1020,4132,2.0,0,0,3,7,1020,0,1996,0,110054,28.7789,76.9836,1080,4132,1,53,4260000
6762824643,42540,2,1.0,620,5400,1.0,0,1,3,6,500,120,1943,0,110072,28.5477,77.2896,1070,10029,1,64,4260000
6762825319,42540,3,1.75,940,5624,1.0,0,0,3,7,665,275,1985,0,110040,28.8386,76.9312,935,7273,1,80,4080000
6762825417,42540,3,2.5,1285,2300,2.0,0,0,3,8,1285,0,2014,0,110024,28.8574,76.8822,1285,2500,2,75,4079880
6762825502,42540,4,3.0,1120,4252,2.0,0,0,3,7,1120,0,1992,0,110015,28.5568,76.9846,785,4230,3,54,4044000
6762825721,42540,3,2.0,755,3942,1.0,0,0,3,6,755,0,1942,2014,110032,28.5701,77.1535,525,3810,2,68,3984000
6762825764,42540,3,2.25,930,5613,2.0,0,0,3,7,930,0,1995,0,110025,28.6427,76.9115,910,4400,3,52,3960000
6762825871,42540,3,2.5,910,4042,2.0,0,0,3,7,910,0,1983,0,110043,28.8517,77.0858,930,4312,2,75,3959400
6762826009,42540,2,1.0,420,2119,1.0,0,0,3,7,420,0,1948,0,110067,28.8206,77.1637,560,2247,3,73,3900000
6762827510,42540,3,1.5,930,30480,1.0,0,0,4,7,570,360,1967,0,110036,28.4492,77.2744,1085,41382,3,75,3492000
6762827880,42540,4,2.0,945,3151,2.0,0,0,3,7,945,0,1997,0,110068,28.5885,76.9649,845,2684,3,73,3384000
6762827932,42540,3,2.0,735,4044,1.0,0,0,3,7,735,0,1987,0,110044,28.6656,77.2587,765,3860,1,60,3360000
6762828051,42540,4,2.0,1100,3850,1.0,0,0,3,7,550,550,1979,0,110047,28.6415,76.9675,895,3850,2,58,3348000
6762828702,42540,4,1.0,905,3750,1.0,0,0,2,7,705,200,1959,0,110058,28.4931,77.1884,625,3127,3,54,3179400
6762829210,42540,1,1.0,400,8153,1.0,0,0,2,6,340,60,1931,0,110058,28.8122,77.0653,635,4333,1,53,3000000
6762829463,42540,1,0.75,190,7500,1.0,0,0,3,5,190,0,1963,0,110058,28.7249,76.9073,585,7500,2,56,2940000
6762829763,42540,3,1.0,650,4080,1.0,0,0,4,7,650,0,1960,0,110055,28.8022,77.2071,645,4485,1,76,2844000
6762830363,42540,2,2.0,655,1420,2.0,0,0,3,6,655,0,2004,0,110025,28.8122,76.9589,680,1275,3,55,2616000
6762830420,42540,4,2.5,980,5800,1.0,0,0,5,6,490,490,1931,0,110075,28.7592,76.9383,580,3842,3,54,2580000
6762830545,42540,2,2.0,840,2878,2.0,0,0,4,7,840,0,1910,0,110075,28.6108,77.0292,670,2723,3,67,2520000
6762830685,42540,3,1.0,480,3657,1.0,0,0,5,6,480,0,1960,0,110075,28.6931,77.1766,495,3657,1,75,2460000
6762830740,42540,3,1.0,575,3578,1.0,0,0,4,6,575,0,1953,0,110058,28.477,76.967,605,3578,1,69,2436000
6762830787,42540,3,2.25,615,3710,1.5,0,0,5,7,615,0,1913,0,110075,28.7233,76.9418,630,3778,2,73,2400000
6762830788,42540,2,1.0,430,3300,1.0,0,0,5,6,430,0,1949,0,110058,28.486,76.855,515,3366,1,73,2400000
6762831192,42540,2,1.0,510,2565,1.0,0,0,4,6,510,0,1948,0,110075,28.7331,77.0858,600,3248,1,78,2100000
6762811212,42541,3,2.5,1100,10000,1.0,0,1,3,7,700,400,1952,0,110049,28.5102,77.0643,1525,5887,2,64,13200000
6762811872,42541,3,2.5,1645,3415,2.0,0,0,3,10,1645,0,2000,0,110003,28.4564,76.9669,1600,3113,1,80,11160000
6762812519,42541,4,2.0,1080,3150,1.5,0,1,4,8,1080,0,1928,0,110009,28.4793,76.8768,990,2576,1,75,10188000
6762813608,42541,3,1.75,1305,2772,1.5,0,0,3,8,840,465,1934,0,110006,28.401,77.0646,665,2537,1,69,9000000
6762815518,42541,4,2.25,1165,4497,2.0,0,0,3,8,1165,0,1986,0,110003,28.745,77.2441,1165,4198,3,70,7674000
6762821154,42541,4,1.75,890,1394,1.0,0,0,4,6,445,445,1943,0,110033,28.7516,77.2076,880,2832,2,61,5314800
6762822207,42541,4,1.5,775,4588,1.0,0,0,3,7,500,275,1956,0,110030,28.6472,77.2804,865,4269,2,57,5016000
6762823842,42541,2,1.0,615,910,2.0,0,0,4,7,415,200,1948,0,110027,28.4775,76.8548,830,1528,1,76,4500000
6762812281,42542,4,3.5,1765,7203,2.0,0,1,3,10,1285,480,1987,0,110034,28.4401,77.3332,1585,7590,1,68,10489800
6762812864,42542,4,2.5,1405,5306,2.0,0,0,3,9,1405,0,1989,0,110028,28.4092,77.0207,1400,4966,1,62,9720000
6762812955,42542,3,1.75,1435,2500,1.5,0,0,4,8,920,515,1907,0,110056,28.4796,77.3452,1100,2500,1,66,9624000
6762813892,42542,4,2.5,1065,3650,1.0,0,0,4,7,615,450,1963,0,110051,28.8276,76.9763,1065,3780,1,72,8791200
6762814617,42542,4,2.5,1185,5041,2.0,0,0,5,8,1185,0,1966,0,110010,28.5159,77.0858,1185,5066,1,79,8244000
6762817192,42542,2,1.75,665,3000,1.0,0,0,4,7,480,185,1914,1945,110033,28.5701,77.027,810,3000,1,62,6780000
6762817829,42542,4,2.5,1045,3011,2.0,0,0,3,8,1045,0,1990,0,110011,28.4506,77.0279,1045,3011,3,69,6540000
6762819087,42542,4,2.5,1020,4200,1.0,0,0,3,8,710,310,1963,0,110028,28.5067,77.2711,1270,4462,1,51,6000000
6762819772,42542,2,2.25,745,3385,1.5,0,0,3,8,745,0,1926,0,110062,28.6492,77.2232,910,3937,1,76,5760000
6762821333,42542,3,2.5,1025,20001,1.0,0,0,4,8,785,240,1977,0,110012,28.6917,77.3461,1350,23384,2,68,5274000
6762823982,42542,4,2.5,1290,3130,2.0,0,0,3,7,1290,0,2004,0,110055,28.5178,77.1568,1080,1800,2,69,4488000
6762825765,42542,4,2.5,1190,6775,2.0,0,0,3,7,1190,0,1999,0,110073,28.4277,77.0816,615,4725,2,70,3960000
6762810043,42543,3,4.5,2615,8913,2.0,1,4,3,10,1870,745,2005,0,110059,28.5877,76.895,1835,8913,3,64,40800000
6762810210,42543,4,3.5,2115,10188,2.0,0,0,3,11,2115,0,1997,0,110049,28.5124,77.3483,1990,10244,1,80,24960000
6762810367,42543,3,2.75,1405,9365,2.0,1,4,4,10,1405,0,1974,0,110003,28.5054,77.1258,1560,7405,1,58,20400000
6762810474,42543,4,2.5,2285,37243,2.0,0,4,5,12,2285,0,1948,1985,110052,28.8607,77.2002,1905,37243,3,63,18960000
6762810830,42543,3,2.5,1095,5697,1.0,0,0,3,8,775,320,1956,0,110033,28.6958,77.0534,1095,4770,3,66,15480000
6762810967,42543,4,3.75,1760,1972,1.5,0,0,5,8,1100,660,1913,0,110064,28.6673,77.1239,1155,2362,2,75,14640000
6762811042,42543,4,2.5,1580,6597,2.0,0,0,5,10,1580,0,1965,0,110059,28.5996,77.3213,1745,6597,3,66,14280000
6762812032,42543,4,3.25,1720,3830,2.0,0,0,3,11,1720,0,2006,0,110011,28.6059,76.9332,1790,3239,1,73,10860000
6762812033,42543,5,3.5,1750,5077,2.0,0,0,3,10,1285,465,1996,0,110028,28.6596,76.9962,1470,5376,3,70,10860000
6762812097,42543,3,1.0,740,3489,2.0,0,0,4,8,740,0,1949,1985,110049,28.7343,76.926,1330,6531,3,68,10788000
6762812619,42543,4,2.5,1515,14581,2.0,0,0,3,10,1515,0,1998,0,110046,28.737,77.2461,1390,20334,3,55,10020000
6762812658,42543,5,2.5,2235,17562,2.5,0,0,3,11,2235,0,1984,0,110022,28.4824,76.881,2025,17059,3,51,9978000
6762812916,42543,4,2.5,1250,103237,1.0,0,0,3,10,1250,0,1997,0,110046,28.6401,76.8908,1840,104326,3,69,9672000
6762812971,42543,3,2.25,1190,5912,1.0,0,0,4,9,725,465,1972,0,110059,28.5977,76.9992,1375,5745,1,74,9600000
6762812972,42543,4,3.0,1760,2447,1.0,0,0,3,8,990,770,1954,0,110027,28.8179,77.1071,785,1076,3,70,9600000
6762813215,42543,4,3.5,1955,29931,2.0,0,0,4,10,1245,710,1987,0,110012,28.7031,77.0531,1415,18837,1,60,9360000
6762813286,42543,4,2.5,1150,3079,2.0,0,0,3,9,1150,0,1999,0,110005,28.6556,76.8724,1085,3217,1,79,9300000
6762813609,42543,3,2.0,910,2500,1.5,0,0,4,8,860,50,1941,0,110009,28.4554,77.3287,1110,3600,3,64,9000000
6762813850,42543,4,2.25,1135,2551,1.0,0,0,5,8,670,465,1954,0,110033,28.6907,77.3264,900,2551,3,71,8820000
6762813988,42543,3,1.75,805,4306,1.0,0,0,5,7,805,0,1962,0,110010,28.4563,76.9897,1005,4335,1,61,8700000
6762813989,42543,4,2.5,1710,15205,2.0,0,0,3,9,1710,0,1988,0,110038,28.5619,77.2158,1470,22958,3,54,8700000
6762814156,42543,4,2.5,1325,15250,1.0,0,0,4,8,840,485,1960,0,110011,28.4686,77.1393,1325,15250,1,77,8580000
6762814547,42543,2,1.0,485,2280,1.0,0,0,4,7,485,0,1907,0,110029,28.7322,76.9687,750,2280,1,71,8280000
6762814633,42543,2,1.5,650,838,1.0,0,2,3,7,650,0,1943,0,110045,28.499,76.9811,630,870,2,74,8220000
6762814802,42543,4,2.5,1405,5560,2.0,0,0,3,9,1405,0,1982,0,110020,28.5881,77.0956,1550,6336,1,77,8100000
6762814898,42543,3,2.5,1655,2650,2.0,0,2,3,8,1220,435,2008,0,110017,28.8299,77.0596,1070,3750,3,68,8040000
6762815013,42543,5,3.0,1595,3540,1.0,0,2,3,9,945,650,2013,0,110066,28.4981,76.9956,1135,3811,3,64,7979400
6762815057,42543,3,3.25,990,1425,3.0,0,0,3,7,990,0,1987,0,110029,28.6437,77.2538,815,2280,3,72,7920000
6762815241,42543,4,2.5,1200,3675,2.0,0,0,3,9,1200,0,1990,0,110011,28.6013,77.0907,1165,3878,1,55,7800000
6762815344,42543,3,2.5,750,687,2.0,0,0,3,9,600,150,2014,0,110001,28.4087,77.1774,840,813,1,52,7799400
6762815355,42543,2,1.75,1130,140481,2.0,0,2,3,9,945,185,2005,0,110042,28.7805,76.9446,1430,109771,1,77,7788000
6762815625,42543,4,3.5,1480,3000,2.0,0,0,3,9,1480,0,2014,0,110007,28.4331,77.1168,1480,3000,2,66,7603608
6762815995,42543,5,2.0,1065,2090,1.5,0,0,5,7,635,430,1926,0,110009,28.6276,77.009,855,2090,1,78,7380000
6762816244,42543,6,2.75,1330,4200,1.0,0,0,5,8,775,555,1962,0,110028,28.6691,77.1132,1140,4200,2,78,7242000
6762816292,42543,3,2.5,1130,5076,2.0,0,0,3,10,1130,0,1987,0,110020,28.7016,77.2404,1370,5076,3,70,7200000
6762816552,42543,4,2.5,1610,3937,1.5,0,0,4,8,1610,0,1966,0,110030,28.7305,77.2345,800,3937,2,56,7080000
6762816862,42543,3,2.5,820,634,3.0,0,0,3,8,820,0,2009,0,110048,28.5216,77.0271,795,615,1,65,6948000
6762816894,42543,3,2.5,1030,2875,1.0,0,0,3,7,665,365,1976,0,110009,28.4048,77.1971,960,2875,3,51,6924000
6762817135,42543,4,2.0,865,1942,1.0,0,0,5,7,530,335,1924,0,110029,28.7473,77.3206,680,1781,3,75,6828000
6762817279,42543,3,2.25,650,453,2.0,0,0,3,8,500,150,2006,0,110013,28.6571,77.1628,650,584,2,62,6750000
6762817327,42543,3,2.5,980,6238,2.0,0,0,4,8,980,0,1989,0,110055,28.8013,76.9242,1225,6088,3,73,6720000
6762817328,42543,4,2.5,1150,3994,2.0,0,0,3,9,1150,0,1990,0,110020,28.7943,77.1899,1140,4417,2,73,6720000
6762817588,42543,3,2.5,950,1627,2.0,0,0,3,8,950,0,1988,2000,110031,28.8048,76.9025,940,1675,2,58,6600000
6762817589,42543,3,1.75,920,4043,1.0,0,0,4,8,920,0,1964,0,110003,28.6328,77.2861,920,4030,1,77,6600000
6762818424,42543,2,1.0,540,1750,1.0,0,3,3,7,540,0,1924,0,110029,28.5601,77.1083,895,2000,1,58,6300000
6762818728,42543,5,3.25,1455,2513,2.0,0,0,3,8,1020,435,2013,0,110035,28.7799,77.0426,1455,2513,3,77,6180000
6762819049,42543,6,2.5,1445,4061,1.0,0,0,3,8,815,630,1977,0,110030,28.6166,76.8785,1365,4957,1,59,6024000
6762819088,42543,3,1.0,575,2550,2.0,0,0,3,8,575,0,1911,2005,110017,28.4881,77.0404,720,2550,1,79,6000000
6762819314,42543,3,2.25,815,1908,2.0,0,0,3,7,815,0,2005,0,110011,28.8104,77.3016,815,1674,2,57,5964000
6762819354,42543,3,2.0,1475,6098,2.0,0,0,4,7,1155,320,1918,0,110032,28.8236,76.8605,1160,9922,3,51,5940000
6762819420,42543,4,2.5,915,3672,1.0,0,0,4,8,770,145,1973,0,110052,28.6238,77.0873,995,3850,1,57,5928000
6762819454,42543,4,2.5,770,930,2.0,0,0,3,8,770,0,2014,0,110011,28.4363,77.3156,605,545,2,61,5894808
6762819475,42543,3,2.25,735,1250,2.0,0,0,3,8,540,195,1984,0,110006,28.5862,77.0474,820,2150,3,60,5880000
6762819859,42543,3,2.25,1055,5659,2.0,0,0,4,8,1055,0,1978,0,110022,28.7857,77.0641,930,5659,3,58,5748000
6762820097,42543,3,1.75,900,3000,1.0,0,0,5,7,450,450,1905,0,110029,28.8329,77.1393,900,1500,3,76,5652012
6762820121,42543,3,2.5,1075,4110,2.0,0,0,3,8,1075,0,1992,0,110016,28.4977,77.0815,1245,3975,3,69,5640000
6762820443,42543,5,2.5,1695,4880,1.0,0,0,5,8,875,820,1978,0,110047,28.4321,76.9343,1180,4800,2,80,5520000
6762820512,42543,4,2.5,1000,3053,2.0,0,0,3,8,1000,0,2003,0,110018,28.8211,76.8593,1020,3260,2,64,5519400
6762820547,42543,3,2.0,945,799,2.0,0,0,3,9,715,230,2012,0,110017,28.5869,77.1549,890,781,2,66,5502000
6762820699,42543,4,1.75,1060,25482,1.0,0,0,4,7,530,530,1956,0,110030,28.66,77.3104,770,3710,3,54,5436000
6762820786,42543,4,1.75,1080,2166,1.0,0,0,4,8,630,450,1942,0,110006,28.8647,76.9032,835,2213,1,80,5400000
6762820963,42543,3,2.25,890,3640,1.0,0,2,3,7,670,220,1972,0,110034,28.432,76.9555,1030,3640,1,56,5394000
6762820972,42543,4,2.5,925,2520,1.0,0,0,3,7,615,310,1930,2013,110067,28.7112,77.0351,505,2520,3,50,5388000
6762821035,42543,2,1.0,1275,10837,1.0,0,1,4,7,805,470,1958,0,110044,28.4356,77.2544,1015,5295,1,76,5352000
6762821159,42543,3,1.75,800,5140,1.0,0,0,3,7,525,275,1977,0,110034,28.5802,76.9846,795,4050,1,62,5310000
6762821175,42543,4,2.5,1260,3626,2.0,0,0,3,9,1260,0,1990,0,110016,28.7858,77.291,1285,4179,1,50,5304000
